code_year,prv,provider_name,ref_year,type,TEQSA_type,ownership,profit,affiliation,affil_status,eftsl_sum,primary_bfoe,primary_bfoe_prop,bfoe_entropy,bfoe_gini_impurity,postgrad_prop,int_prop,sessional_prop,senior_prop,ssr_all,ssr_salaried,success_dom,success_int,success_all,attrition_dom,attrition_int,attrition_all
4388-2013,PRV12026,Australian Academy of Music and Performing Arts,2013,other,not_for_profit,private,not_for_profit,NUHEP,current,93.199,creat_art,0.989,0.086,0.021,0.011,0.133,0.49,0.068,24.073,47.221,83.48,92.65,84.69,16.67,40.0,19.51
4393-2013,PRV12136,The MIECAT Institute Inc.,2013,other,not_for_profit,private,not_for_profit,NUHEP,current,52.0,soc_cult,1.0,0.0,0.0,1.0,0.0,0.08,0.226,13.744,14.936,96.32,98.085,96.32,10.17,2.423,10.17
4395-2013,PRV12087,Adelaide Central School of Art Incorporated,2013,other,not_for_profit,private,not_for_profit,NUHEP,current,98.083,creat_art,1.0,0.0,0.0,0.0,0.0,0.318,0.018,19.975,29.295,97.6,100.0,97.6,26.0,30.149,26.0
4402-2013,PRV12155,Leo Cussen Institute,2013,other,not_for_profit,private,not_for_profit,NUHEP,current,407.0,soc_cult,1.0,0.0,0.0,1.0,0.076,0.092,0.257,12.821,14.117,99.38,100.0,99.41,2.78,0.0,2.55
4407-2013,PRV12006,Alphacrucis College Limited,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,328.25,soc_cult,0.922,0.466,0.146,0.246,0.297,0.326,0.113,19.394,28.766,85.69,88.83,86.65,24.08,17.338,24.08
4410-2013,PRV12091,Australian Institute of Management South Australian Division Incorporated,2013,prof_body,not_for_profit,private,not_for_profit,NUHEP,current,33.375,mge_com,1.0,0.0,0.0,1.0,0.0,0.064,0.148,12.751,13.619,96.98,99.024,96.98,25.45,13.925,25.45
4412-2013,PRV12034,Morling College Ltd,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,78.917,education,0.631,0.95,0.466,0.978,0.159,0.175,0.042,15.483,18.768,96.38,95.99,96.32,45.22,50.0,45.38
4419-2013,PRV12036,National Art School,2013,other,not_for_profit,private,not_for_profit,NUHEP,current,368.9,creat_art,1.0,0.0,0.0,0.0,0.008,0.346,0.0,21.257,32.498,94.08,100.0,94.12,31.474,30.493,29.157
4423-2013,PRV12168,Tabor College Incorporated (WA),2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,27.5,soc_cult,1.0,0.0,0.0,0.159,0.174,0.318,0.0,21.214,31.101,94.22,89.47,93.36,34.506,31.821,31.273
4426-2013,PRV12130,"John Paul II Institute for Marriage and Family, Melbourne",2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,27.375,soc_cult,1.0,0.0,0.0,1.0,0.233,0.197,0.195,12.751,15.881,84.62,100.0,86.67,19.448,6.351,19.805
4427-2013,PRV12202,Vose College,2013,other,not_for_profit,private,not_for_profit,NUHEP,current,1.125,mge_com,1.0,0.0,0.0,0.0,0.0,0.425,0.0,27.525,47.848,77.78,82.362,77.78,36.792,36.352,35.99
4428-2013,PRV12035,Nan Tien Institute Limited,2013,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,5.125,soc_cult,1.0,0.0,0.0,1.0,0.171,0.147,0.208,12.751,14.946,92.31,100.0,93.55,14.761,7.573,15.171
7041-2013,PRV12177,Sydney Institute of Health Sciences Pty. Limited,2013,other,not_for_profit,private,not_for_profit,NUHEP,current,4.5,health,1.0,0.0,0.0,0.0,0.0,0.303,0.0,19.997,28.704,100.0,100.0,100.0,30.832,31.491,27.891
2148-2014,PRV12052,The National Institute of Dramatic Art,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,174.0,creat_art,1.0,0.0,0.0,0.086,0.023,0.376,0.13,21.561,34.557,96.03,100.0,96.13,4.23,13.226,4.23
2170-2014,PRV12133,Marcus Oldham College,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,164.125,agri_env,1.0,0.0,0.0,0.02,0.0,0.361,0.133,21.4,33.484,99.54,100.0,99.54,2.44,13.75,2.44
2252-2014,PRV12015,Avondale College Limited,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,984.375,education,0.506,1.798,0.638,0.074,0.052,0.348,0.092,23.763,36.454,90.05,91.57,90.12,17.41,26.92,17.93
2271-2014,PRV12011,"Australian Film, Television and Radio School",2014,government,not_for_profit,public,not_for_profit,NUHEP,current,206.0,creat_art,1.0,0.0,0.0,0.779,0.0,0.164,0.22,15.543,18.601,98.91,100.0,98.91,4.25,2.054,4.25
4332-2014,PRV12045,Sydney College of Divinity Ltd,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,496.5,soc_cult,1.0,0.0,0.0,0.256,0.195,0.363,0.085,21.154,33.186,90.26,89.38,90.09,20.0,22.5,20.25
4333-2014,PRV12074,Christian Heritage College,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,508.375,soc_cult,0.488,1.339,0.575,0.157,0.039,0.346,0.105,24.093,36.821,82.11,93.13,82.56,24.07,0.0,23.93
4334-2014,PRV12103 ,Tabor College Incorporated,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,360.874,soc_cult,0.535,1.172,0.527,0.175,0.0,0.441,0.024,27.195,48.656,85.54,90.792,85.54,29.77,37.351,29.77
4335-2014,PRV12010,Australian College of Theology Limited,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,1387.181,soc_cult,1.0,0.0,0.0,0.467,0.051,0.268,0.084,20.313,27.745,91.75,87.79,91.55,26.02,25.0,25.99
4337-2014,PRV12149,Eastern College Australia Incorporated,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,146.172,soc_cult,0.699,0.883,0.421,0.466,0.077,0.321,0.127,20.936,30.817,90.34,96.98,90.85,21.55,21.05,21.48
4338-2014,PRV12033,Moore Theological College Council,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,321.45,soc_cult,1.0,0.0,0.0,0.072,0.019,0.415,0.059,22.234,38.027,96.73,100.0,96.79,14.19,33.33,14.57
4340-2014,PRV12139,Monash College Pty Ltd,2014,pathway,not_for_profit,private,not_for_profit,NUHEP,current,1556.125,mge_com,0.715,1.312,0.461,0.0,0.969,0.585,0.164,20.312,48.899,79.0,82.82,82.7,17.65,12.13,12.43
4341-2014,PRV12127,Harvest Bible College Ltd,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,155.239,soc_cult,1.0,0.0,0.0,0.274,0.076,0.445,0.039,26.684,48.04,75.17,80.57,75.58,30.89,30.654,30.89
4343-2014,PRV12050,The Australian Institute of Music Limited,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,1097.631,creat_art,0.88,0.529,0.211,0.033,0.049,0.446,0.065,27.25,49.155,80.98,85.15,81.18,24.75,26.32,24.83
4346-2014,PRV12064,Excelsia College,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,349.478,education,0.534,1.365,0.576,0.653,0.016,0.178,0.171,18.435,22.42,91.41,97.78,91.51,22.12,0.0,21.93
4347-2014,PRV12047,Australian College of Christian Studies Ltd,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,20.425,soc_cult,1.0,0.0,0.0,0.0,0.026,0.426,0.022,22.579,39.33,90.74,100.0,90.99,23.08,27.287,23.08
4355-2014,PRV12088,Adelaide College of Divinity Incorporated,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,37.263,soc_cult,1.0,0.0,0.0,0.227,0.007,0.379,0.0,22.127,35.633,76.11,100.0,76.29,48.39,28.836,48.39
4359-2014,PRV12048,The College of Law Limited,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,1645.845,soc_cult,1.0,0.0,0.0,1.0,0.027,0.128,0.214,14.22,16.317,99.12,98.46,99.1,9.4,8.89,9.38
4360-2014,PRV12165,Perth Bible College Inc,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,39.917,soc_cult,1.0,0.0,0.0,0.085,0.148,0.228,0.0,16.149,20.931,84.8,93.66,86.14,49.02,0.0,48.08
4368-2014,PRV12017,Campion Institute Limited,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,97.75,soc_cult,1.0,0.0,0.0,0.0,0.014,0.538,0.002,24.674,53.428,95.2,100.0,95.27,16.67,66.67,21.21
4370-2014,PRV12109,Tabor College Tasmania Inc.,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,39.969,soc_cult,1.0,0.0,0.0,0.081,0.0,0.326,0.0,23.018,34.128,83.71,87.256,83.71,48.28,36.762,48.28
4380-2014,PRV12022,INSEARCH Limited,2014,pathway,not_for_profit,private,not_for_profit,NUHEP,current,1620.583,mge_com,0.405,2.035,0.723,0.0,0.696,0.558,0.132,25.641,57.971,76.6,78.45,77.89,18.41,17.27,17.59
4382-2014,PRV12114,Australian Guild of Music Education Inc.,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,15.544,creat_art,1.0,0.0,0.0,0.0,0.0,0.52,0.0,31.093,64.795,71.68,76.842,71.68,33.33,37.0,33.33
4388-2014,PRV12026,Australian Academy of Music and Performing Arts,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,144.0,creat_art,1.0,0.0,0.0,0.035,0.097,0.372,0.107,23.482,37.404,82.93,87.73,83.4,17.86,0.0,16.67
4393-2014,PRV12136,The MIECAT Institute Inc.,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,58.25,soc_cult,1.0,0.0,0.0,1.0,0.0,0.12,0.205,14.613,16.611,95.65,97.555,95.65,13.11,4.775,13.11
4395-2014,PRV12087,Adelaide Central School of Art Incorporated,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,93.875,creat_art,1.0,0.0,0.0,0.0,0.0,0.406,0.023,23.287,39.19,91.6,95.854,91.6,23.81,29.263,23.81
4402-2014,PRV12155,Leo Cussen Institute,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,397.0,soc_cult,1.0,0.0,0.0,1.0,0.028,0.285,0.133,17.302,24.197,97.91,100.0,97.97,13.87,50.0,16.38
4403-2014,PRV12161,Harvest West Bible College Inc,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,31.711,soc_cult,1.0,0.0,0.0,0.227,0.11,0.473,0.095,25.286,47.969,64.72,87.5,67.4,26.67,0.0,24.24
4407-2014,PRV12006,Alphacrucis College Limited,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,361.125,soc_cult,0.953,0.32,0.091,0.226,0.292,0.277,0.119,16.763,23.174,86.21,91.2,87.67,27.42,0.0,27.27
4410-2014,PRV12091,Australian Institute of Management South Australian Division Incorporated,2014,prof_body,not_for_profit,private,not_for_profit,NUHEP,current,38.375,mge_com,1.0,0.0,0.0,1.0,0.0,0.11,0.201,13.959,15.681,97.06,98.923,97.06,13.73,5.015,13.73
4412-2014,PRV12034,Morling College Ltd,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,69.0,education,0.612,0.963,0.475,1.0,0.107,0.134,0.106,17.354,20.049,92.53,87.72,92.02,39.13,25.0,38.66
4419-2014,PRV12036,National Art School,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,378.15,creat_art,1.0,0.0,0.0,0.0,0.008,0.356,0.098,24.692,38.336,94.44,82.46,94.35,14.11,25.957,14.11
4423-2014,PRV12168,Tabor College Incorporated (WA),2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,24.083,soc_cult,1.0,0.0,0.0,0.192,0.22,0.376,0.0,18.572,29.776,87.78,95.24,89.44,40.0,33.33,39.13
4426-2014,PRV12130,"John Paul II Institute for Marriage and Family, Melbourne",2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,33.0,soc_cult,1.0,0.0,0.0,1.0,0.223,0.099,0.142,13.682,15.181,100.0,100.0,100.0,26.32,0.0,23.81
4428-2014,PRV12035,Nan Tien Institute Limited,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,16.875,soc_cult,0.733,0.837,0.391,1.0,0.23,0.094,0.185,15.294,16.885,94.17,89.66,93.18,27.27,0.0,25.0
4429-2014,PRV12040,Relationships Australia (NSW),2014,other,not_for_profit,private,not_for_profit,NUHEP,current,6.848,soc_cult,1.0,0.0,0.0,1.0,0.0,0.101,0.229,13.682,15.224,100.0,100.0,100.0,8.107,7.916,10.719
7041-2014,PRV12177,Sydney Institute of Health Sciences Pty. Limited,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,61.376,health,1.0,0.0,0.0,0.0,0.0,0.381,0.0,23.97,38.716,85.92,89.947,85.92,38.46,35.04,38.46
2148-2015,PRV12052,The National Institute of Dramatic Art,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,231.667,creat_art,1.0,0.0,0.0,0.06,0.018,0.258,0.075,17.273,23.294,97.03,100.0,97.09,23.61,0.0,22.97
2170-2015,PRV12133,Marcus Oldham College,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,175.5,agri_env,1.0,0.0,0.0,0.049,0.0,0.397,0.11,21.454,35.561,97.68,100.0,97.68,6.6,17.27,6.6
2252-2015,PRV12015,Avondale College Limited,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,1014.0,education,0.48,1.777,0.639,0.085,0.047,0.346,0.102,22.461,34.33,90.24,93.03,90.37,18.31,0.0,17.92
2271-2015,PRV12011,"Australian Film, Television and Radio School",2015,government,not_for_profit,public,not_for_profit,NUHEP,current,200.96,creat_art,1.0,0.0,0.0,0.053,0.0,0.413,0.13,22.304,38.021,96.03,99.021,96.03,2.59,14.465,2.59
4332-2015,PRV12045,Sydney College of Divinity Ltd,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,517.0,soc_cult,1.0,0.0,0.0,0.288,0.216,0.367,0.084,18.374,29.046,91.45,94.9,92.2,22.05,18.97,21.59
4333-2015,PRV12074,Christian Heritage College,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,488.725,soc_cult,0.516,1.299,0.561,0.165,0.055,0.676,0.0,30.48,93.949,83.34,94.34,83.95,26.48,85.0,29.91
4334-2015,PRV12103 ,Tabor College Incorporated,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,376.496,soc_cult,0.553,1.04,0.5,0.258,0.0,0.442,0.038,25.552,45.831,88.47,93.349,88.47,27.07,36.45,27.07
4335-2015,PRV12010,Australian College of Theology Limited,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,1388.156,soc_cult,1.0,0.0,0.0,0.447,0.052,0.307,0.098,20.431,29.497,89.93,88.79,89.87,22.78,19.51,22.67
4337-2015,PRV12149,Eastern College Australia Incorporated,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,148.067,soc_cult,0.618,0.959,0.472,0.52,0.077,0.366,0.097,21.502,33.904,88.31,95.59,88.88,25.96,27.27,26.09
4338-2015,PRV12033,Moore Theological College Council,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,313.114,soc_cult,1.0,0.0,0.0,0.061,0.042,0.268,0.099,17.476,23.875,97.99,99.01,98.03,18.42,0.0,18.1
4340-2015,PRV12139,Monash College Pty Ltd,2015,pathway,not_for_profit,private,not_for_profit,NUHEP,current,1984.375,mge_com,0.677,1.405,0.505,0.0,0.963,0.598,0.117,25.074,62.342,83.36,79.94,80.07,11.43,10.38,10.41
4341-2015,PRV12127,Harvest Bible College Ltd,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,203.754,soc_cult,1.0,0.0,0.0,0.39,0.141,0.344,0.109,19.741,30.094,76.16,89.05,77.98,28.95,0.0,28.21
4343-2015,PRV12050,The Australian Institute of Music Limited,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,1171.705,creat_art,0.861,0.582,0.239,0.037,0.054,0.458,0.08,26.516,48.959,79.49,86.78,79.89,23.79,17.5,23.5
4346-2015,PRV12064,Excelsia College,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,228.148,education,0.48,1.448,0.61,0.638,0.009,0.364,0.116,22.09,34.748,92.96,100.0,93.03,18.31,33.33,18.57
4347-2015,PRV12047,Australian College of Christian Studies Ltd,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,20.0,soc_cult,1.0,0.0,0.0,0.0,0.038,0.729,0.0,28.163,103.803,92.86,100.0,93.13,9.09,100.0,16.67
4355-2015,PRV12088,Adelaide College of Divinity Incorporated,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,28.167,soc_cult,1.0,0.0,0.0,0.126,0.0,0.361,0.0,23.952,37.47,80.31,83.611,80.31,50.0,38.544,50.0
4359-2015,PRV12048,The College of Law Limited,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,1604.855,soc_cult,1.0,0.0,0.0,1.0,0.035,0.205,0.145,15.814,19.902,93.14,95.5,93.22,21.54,21.31,21.54
4360-2015,PRV12165,Perth Bible College Inc,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,26.251,soc_cult,1.0,0.0,0.0,0.129,0.225,0.359,0.0,25.363,39.585,71.55,70.42,71.29,48.84,0.0,43.75
4368-2015,PRV12017,Campion Institute Limited,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,86.75,soc_cult,1.0,0.0,0.0,0.0,0.023,0.432,0.099,22.187,39.034,95.43,100.0,95.53,7.32,18.084,7.32
4370-2015,PRV12109,Tabor College Tasmania Inc.,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,33.969,soc_cult,1.0,0.0,0.0,0.07,0.0,0.418,0.0,26.841,46.095,75.0,78.651,75.0,48.48,39.465,48.48
4380-2015,PRV12022,INSEARCH Limited,2015,pathway,not_for_profit,private,not_for_profit,NUHEP,current,2036.567,mge_com,0.376,2.104,0.741,0.0,0.685,0.547,0.15,23.186,51.147,80.17,82.1,81.49,14.98,18.04,17.07
4382-2015,PRV12114,Australian Guild of Music Education Inc.,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,10.238,creat_art,1.0,0.0,0.0,0.0,0.0,0.389,0.0,24.075,39.375,83.44,86.843,83.44,44.44,37.394,44.44
4388-2015,PRV12026,Australian Academy of Music and Performing Arts,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,179.65,creat_art,1.0,0.0,0.0,0.049,0.027,0.515,0.003,25.207,51.944,88.96,92.78,89.07,23.64,50.0,25.42
4395-2015,PRV12087,Adelaide Central School of Art Incorporated,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,99.292,creat_art,1.0,0.0,0.0,0.0,0.0,0.409,0.021,21.599,36.542,95.57,99.341,95.57,22.95,29.497,22.95
4402-2015,PRV12155,Leo Cussen Institute,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,431.0,soc_cult,1.0,0.0,0.0,1.0,0.114,0.166,0.261,13.235,15.878,99.74,100.0,99.77,0.0,0.0,0.0
4407-2015,PRV12006,Alphacrucis College Limited,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,387.738,soc_cult,0.926,0.449,0.14,0.213,0.326,0.327,0.133,16.236,24.135,81.76,90.65,84.72,28.99,0.0,28.9
4410-2015,PRV12091,Australian Institute of Management South Australian Division Incorporated,2015,prof_body,not_for_profit,private,not_for_profit,NUHEP,current,132.875,mge_com,1.0,0.0,0.0,1.0,0.004,0.078,0.144,21.679,23.51,88.0,50.0,87.86,40.0,37.403,40.0
4412-2015,PRV12034,Morling College Ltd,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,55.312,education,0.624,0.955,0.469,1.0,0.077,0.217,0.068,18.938,24.174,96.53,86.76,95.77,39.39,50.0,39.6
4419-2015,PRV12036,National Art School,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,428.1,creat_art,1.0,0.0,0.0,0.0,0.006,0.45,0.08,22.98,41.776,93.04,100.0,93.08,10.23,20.098,10.23
4423-2015,PRV12168,Tabor College Incorporated (WA),2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,14.25,soc_cult,1.0,0.0,0.0,0.237,0.219,0.371,0.0,16.317,25.924,91.01,100.0,92.86,41.18,33.33,40.0
4426-2015,PRV12130,"John Paul II Institute for Marriage and Family, Melbourne",2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,41.875,soc_cult,1.0,0.0,0.0,1.0,0.215,0.143,0.214,12.086,14.101,100.0,100.0,100.0,11.32,0.0,11.11
4428-2015,PRV12035,Nan Tien Institute Limited,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,19.625,soc_cult,0.535,0.996,0.498,1.0,0.242,0.341,0.125,15.61,23.674,88.6,100.0,91.1,28.13,40.0,29.73
2148-2016,PRV12052,The National Institute of Dramatic Art,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,202.723,creat_art,1.0,0.0,0.0,0.181,0.036,0.26,0.093,21.306,28.797,98.38,98.61,98.39,2.74,10.411,2.74
2170-2016,PRV12133,Marcus Oldham College,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,186.875,agri_env,1.0,0.0,0.0,0.08,0.0,0.268,0.048,21.386,29.232,98.61,100.0,98.61,9.26,15.251,9.26
2252-2016,PRV12015,Avondale College Limited,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,930.5,education,0.431,1.95,0.683,0.093,0.058,0.255,0.111,31.667,42.497,89.33,74.18,88.45,17.81,12.5,17.65
2271-2016,PRV12011,"Australian Film, Television and Radio School",2016,government,not_for_profit,public,not_for_profit,NUHEP,current,334.476,creat_art,1.0,0.0,0.0,0.188,0.0,0.26,0.042,21.306,28.783,97.51,100.0,97.51,11.96,17.415,11.96
4332-2016,PRV12045,Sydney College of Divinity Ltd,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,507.5,soc_cult,1.0,0.0,0.0,0.322,0.216,0.284,0.001,21.306,29.745,92.36,92.45,92.38,24.51,27.27,25.0
4333-2016,PRV12074,Christian Heritage College,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,478.025,soc_cult,0.503,1.333,0.571,0.201,0.077,0.529,0.0,31.637,67.188,84.63,87.36,84.85,24.52,85.71,28.4
4334-2016,PRV12103 ,Tabor College Incorporated,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,433.08,soc_cult,0.525,1.067,0.508,0.276,0.0,0.345,0.0,26.536,40.542,87.42,93.939,87.42,24.1,30.93,24.1
4335-2016,PRV12010,Australian College of Theology Limited,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,1475.464,soc_cult,1.0,0.0,0.0,0.457,0.054,0.169,0.018,21.306,25.645,91.59,90.15,91.51,28.85,13.89,28.41
4337-2016,PRV12149,Eastern College Australia Incorporated,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,117.625,soc_cult,0.734,0.835,0.39,0.425,0.123,0.239,0.07,21.334,28.047,86.03,94.44,87.06,25.22,10.0,24.0
4338-2016,PRV12033,Moore Theological College Council,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,295.15,soc_cult,1.0,0.0,0.0,0.078,0.031,0.229,0.055,21.306,27.637,95.87,98.64,95.96,12.71,0.0,11.81
4340-2016,PRV12139,Monash College Pty Ltd,2016,pathway,not_for_profit,private,not_for_profit,NUHEP,current,2375.625,mge_com,0.614,1.53,0.565,0.0,0.972,0.466,0.055,25.271,47.349,86.43,80.76,80.92,9.46,14.97,14.71
4341-2016,PRV12127,Harvest Bible College Ltd,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,229.25,soc_cult,1.0,0.0,0.0,0.367,0.16,0.363,0.044,23.106,36.292,75.93,89.76,78.16,22.71,18.18,22.48
4343-2016,PRV12050,The Australian Institute of Music Limited,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,1067.575,creat_art,0.864,0.574,0.235,0.044,0.07,0.356,0.019,27.781,43.148,79.52,83.45,79.8,25.18,19.05,24.88
4346-2016,PRV12064,Excelsia College,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,129.91,creat_art,0.552,1.434,0.593,0.453,0.0,0.202,0.062,22.301,27.956,91.88,96.865,91.88,24.1,18.074,24.1
4347-2016,PRV12047,Australian College of Christian Studies Ltd,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,19.75,soc_cult,1.0,0.0,0.0,0.0,0.006,0.522,0.0,28.27,59.186,94.96,94.708,94.96,16.67,100.0,23.08
4355-2016,PRV12088,Adelaide College of Divinity Incorporated,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,31.792,soc_cult,1.0,0.0,0.0,0.347,0.008,0.207,0.0,21.306,26.851,91.12,100.0,91.16,40.0,33.414,40.0
4359-2016,PRV12048,The College of Law Limited,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,2259.74,soc_cult,1.0,0.0,0.0,1.0,0.044,0.149,0.043,21.306,25.046,97.31,98.93,97.39,24.59,28.17,24.69
4360-2016,PRV12165,Perth Bible College Inc,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,33.543,soc_cult,1.0,0.0,0.0,0.067,0.082,0.299,0.0,23.226,33.133,84.06,90.91,84.67,45.83,50.0,46.15
4368-2016,PRV12017,Campion Institute Limited,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,89.875,soc_cult,1.0,0.0,0.0,0.0,0.011,0.519,0.0,27.008,56.186,96.05,100.0,96.09,17.39,100.0,24.0
4380-2016,PRV12022,INSEARCH Limited,2016,pathway,not_for_profit,private,not_for_profit,NUHEP,current,2396.269,mge_com,0.375,2.117,0.742,0.0,0.664,0.457,0.099,22.808,42.007,81.21,86.84,84.95,16.08,11.17,12.7
4382-2016,PRV12114,Australian Guild of Music Education Inc.,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,8.233,creat_art,1.0,0.0,0.0,0.0,0.0,0.003,0.0,21.306,21.371,100.0,90.309,100.0,83.33,67.333,83.33
4388-2016,PRV12026,Australian Academy of Music and Performing Arts,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,128.083,creat_art,1.0,0.0,0.0,0.032,0.025,0.258,0.003,21.306,28.728,88.31,100.0,88.61,23.6,0.0,23.08
4393-2016,PRV12136,The MIECAT Institute Inc.,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,96.333,soc_cult,1.0,0.0,0.0,1.0,0.0,0.163,0.092,21.306,25.454,98.96,96.999,98.96,13.33,30.261,13.33
4395-2016,PRV12087,Adelaide Central School of Art Incorporated,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,93.333,creat_art,1.0,0.0,0.0,0.0,0.0,0.313,0.0,22.936,33.394,93.72,99.014,93.72,18.0,21.311,18.0
4402-2016,PRV12155,Leo Cussen Institute,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,447.0,soc_cult,1.0,0.0,0.0,1.0,0.107,0.127,0.18,21.306,24.393,100.0,100.0,100.0,0.0,0.0,0.0
4407-2016,PRV12006,Alphacrucis College Limited,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,499.9,soc_cult,0.761,0.919,0.376,0.153,0.474,0.295,0.0,32.086,45.52,82.74,65.28,74.45,33.74,18.582,33.74
4412-2016,PRV12034,Morling College Ltd,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,68.925,education,0.64,0.943,0.461,1.0,0.062,0.009,0.13,21.306,21.498,93.76,82.35,93.05,26.92,0.0,24.42
4419-2016,PRV12036,National Art School,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,446.43,creat_art,1.0,0.0,0.0,0.12,0.01,0.224,0.101,28.21,36.35,91.52,61.63,91.23,11.65,24.847,11.65
4426-2016,PRV12130,"John Paul II Institute for Marriage and Family, Melbourne",2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,40.125,soc_cult,1.0,0.0,0.0,1.0,0.287,0.141,0.13,21.306,24.81,100.0,100.0,100.0,10.0,0.0,8.93
